objectid,filename,youtubeid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
ushmm120,1944.04.28-1927-1_Fegelein_Kammler-English.png,,Letter to Fegelein from Kammler,Kammler,28/04/1944,English,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.28-1927-1_Fegelein_Kammler-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm121,1944.04.28-1927-1_Fegelein_Kammler.png,,Letter to Fegelein from Kammler,Kammler,28/04/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.28-1927-1_Fegelein_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm122,1944.04.29-1914-1_Pohl_Brandt.png,,Letter to Pohl from Brandt,Brandt,29/04/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.29-1914-1_Pohl_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm123,1944.04.30-1898-1_Kammler_Brandt-English.png,,Letter to Kammler from Brandt,Brandt,04/30/44,English,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.30-1898-1_Kammler_Brandt-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm124,1944.04.30-1898-1_Kammler_Brandt.png,,Letter to Kammler from Brandt,Brandt,30/04/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.30-1898-1_Kammler_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm125,1944.04.30-1901-1_Kammler_Brandt.png,,Letter to Kammler from Brandt,Brandt,30/04/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.30-1901-1_Kammler_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm126,1944.04.xx--1_Pohl_Himmler.png,,Letter to Pohl from Himmler,Himmler,04/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.04.xx--1_Pohl_Himmler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm127,1944.05.02-682-1_Brandt_Kammler-English.png,,Letter to Brandt from Kammler,Kammler,02/05/1944,English,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.02-682-1_Brandt_Kammler-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm128,1944.05.02-682-1_Brandt_Kammler.png,,Letter to Brandt from Kammler,Kammler,02/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.02-682-1_Brandt_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm129,1944.05.04--1_Kammler_Brandt-English.png,,Letter to Kammler from Brandt,Brandt,04/05/1944,English,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.04--1_Kammler_Brandt-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm130,1944.05.04--1_Kammler_Brandt.png,,Letter to Kammler from Brandt,Brandt,04/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.04--1_Kammler_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm131,1944.05.06-905-1_Himmler_Heissmeyer.png,,Letter to Himmler from Heissmeyer,Heissmeyer,06/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.06-905-1_Himmler_Heissmeyer,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm132,1944.05.06-905-2_Himmler_Heissmeyer.png,,Letter to Himmler from Heissmeyer,Heissmeyer,06/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.06-905-2_Himmler_Heissmeyer,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm133,1944.05.07--1_Saur_From.png,,Letter to Saur from From,Creator Unkown,07/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.07--1_Saur_From,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm134,1944.05.07-689-1_Brandt_Kammler-English.png,,Letter to Brandt from Kammler,Kammler,07/05/1944,English,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.07-689-1_Brandt_Kammler-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm135,1944.05.07-689-1_Brandt_Kammler.png,,Letter to Brandt from Kammler,Kammler,07/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.07-689-1_Brandt_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm136,1944.05.08--1_To_Berg-HandwrittenNote.png,,Letter to To from Berg,Berg,08/05/1944,HandwrittenNote,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.08--1_To_Berg-HandwrittenNote,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm137,1944.05.08-1914-1_Himmler_Saur-English.png,,Letter to Himmler from Saur,Saur,08/05/1944,English,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.08-1914-1_Himmler_Saur-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm138,1944.05.08-1914-1_Himmler_Saur.png,,Letter to Himmler from Saur,Saur,08/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.08-1914-1_Himmler_Saur,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm139,1944.05.09-1879-1_Reichsmarschall_From.png,,Letter to Reichsmarschall from From,Creator Unkown,09/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.09-1879-1_Reichsmarschall_From,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm140,1944.05.09-1879-2_Reichsmarschall_From.png,,Letter to Reichsmarschall from From,Creator Unkown,09/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.09-1879-2_Reichsmarschall_From,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm141,1944.05.09-1879-3_Reichsmarschall_From.png,,Letter to Reichsmarschall from From,Creator Unkown,09/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.09-1879-3_Reichsmarschall_From,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm142,1944.05.09-1879-4_Reichsmarschall_From.png,,Letter to Reichsmarschall from From,Creator Unkown,09/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.09-1879-4_Reichsmarschall_From,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm143,1944.05.10--1_Himmler_Saur.png,,Letter to Himmler from Saur,Saur,10/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.10--1_Himmler_Saur,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm144,1944.05.10--2_Himmler_Saur.png,,Letter to Himmler from Saur,Saur,10/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.10--2_Himmler_Saur,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm145,1944.05.10-717-1_Leeb_Pohl.png,,Letter to Leeb from Pohl,Pohl,10/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.10-717-1_Leeb_Pohl,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm146,1944.05.10-717-2_Leeb_Pohl.png,,Letter to Leeb from Pohl,Pohl,10/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.10-717-2_Leeb_Pohl,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm147,1944.05.10-747-1_Hierl_Kammler-English.png,,Letter to Hierl from Kammler,Kammler,10/05/1944,English,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.10-747-1_Hierl_Kammler-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm148,1944.05.10-747-1_Hierl_Kammler.png,,Letter to Hierl from Kammler,Kammler,10/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.10-747-1_Hierl_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm149,1944.05.10-747-2_Hierl_Kammler-English.png,,Letter to Hierl from Kammler,Kammler,10/05/1944,English,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.10-747-2_Hierl_Kammler-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm150,1944.05.10-747-2_Hierl_Kammler.png,,Letter to Hierl from Kammler,Kammler,10/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.10-747-2_Hierl_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm151,1944.05.11-450-1_Brandt_Pohl.png,,Letter to Brandt from Pohl,Pohl,11/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.11-450-1_Brandt_Pohl,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm152,1944.05.12--1_Multiple_Geist.png,,Letter to Multiple from Geist,Geist,12/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.12--1_Multiple_Geist,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm153,1944.05.12--2_Multiple_Geist-English.png,,Letter to Multiple from Geist,Geist,12/05/1944,English,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.12--2_Multiple_Geist-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm154,1944.05.12--2_Multiple_Geist.png,,Letter to Multiple from Geist,Geist,12/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.12--2_Multiple_Geist,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm155,1944.05.12--3_Multiple_Geist-English.png,,Letter to Multiple from Geist,Geist,12/05/1944,English,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.12--3_Multiple_Geist-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm156,1944.05.12--3_Multiple_Geist.png,,Letter to Multiple from Geist,Geist,12/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.12--3_Multiple_Geist,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm157,1944.05.12-8-1_Himmler_From.png,,Letter to Himmler from From,Creator Unkown,12/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.12-8-1_Himmler_From,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm158,1944.05.12-8-2_Himmler_From.png,,Letter to Himmler from From,Creator Unkown,12/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.12-8-2_Himmler_From,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm159,1944.05.14--1_Frosch_From-Telefongespräch.png,,Letter to Frosch from From,Creator Unkown,14/05/1944,Telefongespräch,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.14--1_Frosch_From-Telefongespräch,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm160,1944.05.15-321-1_Himmler_SS-Brigadeführer.png,,Letter to Himmler from SS Brigadeführer,SS,15/05/1944,Brigadeführer,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.15-321-1_Himmler_SS-Brigadeführer,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm161,1944.05.15-6429-1_HimmlerSpeer_Hierl.png,,Letter to HimmlerSpeer from Hierl,Hierl,15/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.15-6429-1_HimmlerSpeer_Hierl,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm162,1944.05.16-0713-1_Pohl_Leeb.png,,Letter to Pohl from Leeb,Leeb,16/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.16-0713-1_Pohl_Leeb,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm163,1944.05.16-0713-2_Pohl_Leeb.png,,Letter to Pohl from Leeb,Leeb,16/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.16-0713-2_Pohl_Leeb,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm164,1944.05.16-747-1_Brandt_Kammler-English.png,,Letter to Brandt from Kammler,Kammler,16/05/1944,English,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.16-747-1_Brandt_Kammler-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm165,1944.05.16-747-1_Brandt_Kammler.png,,Letter to Brandt from Kammler,Kammler,16/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.16-747-1_Brandt_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm166,1944.05.18-46-1_Kammler_Brandt.png,,Letter to Kammler from Brandt,Brandt,18/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.18-46-1_Kammler_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm167,1944.05.18-46_Heissmeyer_Brandt.png,,Letter to Heissmeyer from Brandt,Brandt,18/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.18-46_Heissmeyer_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm168,1944.05.20-828-1_To_Kammler-SpreadSheet.png,,Letter to To from Kammler,Kammler,20/05/1944,SpreadSheet,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.20-828-1_To_Kammler-SpreadSheet,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm169,1944.05.20-828-2_To_Kammler-SpreadSheet.png,,Letter to To from Kammler,Kammler,20/05/1944,SpreadSheet,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.20-828-2_To_Kammler-SpreadSheet,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm170,1944.05.20-1079-31_To_Kammler-Spreadsheet.png,,Letter to To from Kammler,Kammler,20/05/1944,Spreadsheet,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.20-1079-31_To_Kammler-Spreadsheet,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm171,1944.05.20-1079-32_To_Kammler-Spreadsheet.png,,Letter to To from Kammler,Kammler,20/05/1944,Spreadsheet,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.20-1079-32_To_Kammler-Spreadsheet,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm172,1944.05.21--1_Kammler_Brandt-English.png,,Letter to Kammler from Brandt,Brandt,21/05/1944,English,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.21--1_Kammler_Brandt-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm173,1944.05.21--1_Kammler_Brandt.png,,Letter to Kammler from Brandt,Brandt,21/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.21--1_Kammler_Brandt,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm174,1944.05.21--1_Müller_Bischoff-English.png,,Letter to Müller from Bischoff,Bischoff,21/05/1944,English,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.21--1_Müller_Bischoff-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm175,1944.05.21--1_Müller_Bischoff.png,,Letter to Müller from Bischoff,Bischoff,21/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.21--1_Müller_Bischoff,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm176,1944.05.21--2_Müller_Bischoff.png,,Letter to Müller from Bischoff,Bischoff,21/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.21--2_Müller_Bischoff,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm177,1944.05.21--3_Müller_Bischoff.png,,Letter to Müller from Bischoff,Bischoff,21/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.21--3_Müller_Bischoff,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm178,1944.05.21--4_Müller_Bischoff.png,,Letter to Müller from Bischoff,Bischoff,21/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.21--4_Müller_Bischoff,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm179,1944.05.21--5_Müller_Bischoff.png,,Letter to Müller from Bischoff,Bischoff,21/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.21--5_Müller_Bischoff,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm180,1944.05.24--1_Berger_Kammler.png,,Letter to Berger from Kammler,Kammler,24/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.24--1_Berger_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm181,1944.05.24-795-1_Brandt_Kammler.png,,Letter to Brandt from Kammler,Kammler,24/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.24-795-1_Brandt_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm182,1944.05.25--1_To_From.png,,Letter to To from From,Creator Unkown,25/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.25--1_To_From,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm183,1944.05.25-825-1_Brandt_Kammler.png,,Letter to Brandt from Kammler,Kammler,25/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.25-825-1_Brandt_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm184,1944.05.25-828-1_Himmler_Pohl.png,,Letter to Himmler from Pohl,Pohl,25/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.25-828-1_Himmler_Pohl,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm185,1944.05.25-2292-1_Himmler_Pohl.png,,Letter to Himmler from Pohl,Pohl,25/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.25-2292-1_Himmler_Pohl,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm186,1944.05.27-28-1_Himmler_Bartels.png,,Letter to Himmler from Bartels,Bartels,27/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.27-28-1_Himmler_Bartels,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm187,1944.05.27-28-2_Himmler_Bartels.png,,Letter to Himmler from Bartels,Bartels,27/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.27-28-2_Himmler_Bartels,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm188,1944.05.28--1_Pohl_Himmler-English.png,,Letter to Pohl from Himmler,Himmler,28/05/1944,English,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.28--1_Pohl_Himmler-English,,,English,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm189,1944.05.30-875-1_Himmler_Pohl.png,,Letter to Himmler from Pohl,Pohl,30/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.30-875-1_Himmler_Pohl,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm190,1944.05.30-890-1_Zipprich_Kammler.png,,Letter to Zipprich from Kammler,Kammler,30/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.30-890-1_Zipprich_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm191,1944.05.30-890-2_Zipprich_Kammler.png,,Letter to Zipprich from Kammler,Kammler,30/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.30-890-2_Zipprich_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
ushmm192,1944.05.31-905-1_Brandt_Kammler.png,,Letter to Brandt from Kammler,Kammler,31/05/1944,,,,,,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",1944.05.31-905-1_Brandt_Kammler,,,German,"From the Samuel and Irene Goudsmit collection, courtesy of the U.S. Holocaust Memorial Museum, Washington, DC",
